date,product_id,category,season,cost_price,competitor_price,stock_level,promotion,day_of_week,current_price,discount,effective_price,units_sold,revenue
2024-04-03,P0287,Beverages,Summer,5.24,40.98,715,0,Thu,7.47,0.0,7.47,116,866.52
2024-04-04,P0287,Snacks,Summer,55.58,10.34,105,0,Thu,89.8,0.0,89.8,1,89.8
2024-04-05,P0287,Groceries,Summer,63.72,88.52,850,0,Wed,71.67,0.0,71.67,20,1433.4
2024-04-06,P0287,Household,Summer,6.36,33.66,172,0,Fri,11.07,0.0,11.07,109,1206.63
2024-04-07,P0287,Groceries,Summer,73.08,100.54,27,0,Sat,130.41,0.0,130.41,18,2347.38
2024-04-08,P0287,Snacks,Summer,98.8,50.82,988,1,Wed,142.23,0.24,108.09479999999999,1,108.09
2024-04-09,P0287,Electronics,Spring,43.51,106.34,819,0,Sun,68.5,0.0,68.5,78,5343.0
2024-04-10,P0287,Beverages,Spring,45.49,27.31,576,0,Fri,69.36,0.0,69.36,1,69.36
2024-04-11,P0287,Snacks,Spring,66.28,78.65,301,0,Sun,85.89,0.0,85.89,60,5153.4
2024-04-12,P0287,Groceries,Autumn,73.92,113.44,308,0,Mon,105.11,0.0,105.11,60,6306.6
2024-04-13,P0287,Groceries,Autumn,79.19,47.9,160,1,Wed,100.37,0.17,83.3071,36,2999.06
2024-04-14,P0287,Snacks,Autumn,8.68,19.8,243,1,Fri,14.7,0.25,11.024999999999999,177,1951.42
2024-04-15,P0287,Clothing,Winter,80.27,66.9,147,0,Wed,92.13,0.0,92.13,27,2487.51
2024-04-16,P0287,Clothing,Winter,86.54,52.41,515,0,Fri,126.16,0.0,126.16,1,126.16
2024-04-17,P0287,Snacks,Autumn,5.48,61.22,958,0,Tue,6.41,0.0,6.41,84,538.44
2024-04-18,P0287,Clothing,Spring,4.87,57.63,161,0,Wed,5.58,0.0,5.58,103,574.74
2024-04-19,P0287,Snacks,Summer,55.54,32.64,332,1,Thu,70.65,0.06,66.411,9,597.7
2024-04-20,P0287,Electronics,Summer,50.18,62.24,927,0,Wed,74.62,0.0,74.62,63,4701.06
2024-04-21,P0287,Snacks,Summer,98.03,18.58,696,0,Fri,157.32,0.0,157.32,1,157.32
2024-04-22,P0287,Household,Winter,30.15,70.37,180,0,Wed,40.81,0.0,40.81,18,734.58
2024-04-23,P0287,Beverages,Autumn,59.43,53.02,422,0,Fri,80.17,0.0,80.17,30,2405.1
2024-04-24,P0287,Beverages,Spring,51.16,116.74,551,0,Sat,85.0,0.0,85.0,88,7480.0
2024-04-25,P0287,Household,Summer,54.04,12.3,326,0,Mon,86.35,0.0,86.35,1,86.35
2024-04-26,P0287,Groceries,Autumn,66.31,90.47,710,1,Wed,115.44,0.1,103.896,111,11532.46
2024-04-27,P0287,Groceries,Autumn,54.22,42.57,732,0,Mon,91.78,0.0,91.78,1,91.78
2024-04-28,P0287,Groceries,Winter,1.69,83.98,45,1,Mon,2.06,0.07,1.9158,92,176.25
2024-04-29,P0287,Groceries,Winter,84.53,114.96,209,1,Fri,148.0,0.24,112.48,76,8548.48
2024-01-01,P0288,Electronics,Winter,20.91,107.83,564,0,Mon,34.87,0.0,34.87,81,2824.47
2024-01-02,P0288,Household,Winter,23.88,14.49,794,0,Wed,30.67,0.0,30.67,1,30.67
2024-01-03,P0288,Beverages,Autumn,65.15,105.29,711,0,Tue,100.4,0.0,100.4,67,6726.8
2024-01-04,P0288,Household,Winter,48.3,47.53,733,0,Thu,61.09,0.0,61.09,39,2382.51
2024-01-05,P0288,Beverages,Summer,57.87,9.4,239,0,Wed,91.11,0.0,91.11,1,91.11
2024-01-06,P0288,Groceries,Spring,50.25,25.72,273,1,Sat,80.09,0.25,60.0675,1,60.07
2024-01-07,P0288,Electronics,Winter,42.37,4.4,792,0,Thu,76.2,0.0,76.2,1,76.2
2024-01-08,P0288,Snacks,Summer,48.85,17.59,967,0,Sun,81.09,0.0,81.09,1,81.09
2024-01-09,P0288,Snacks,Spring,14.97,56.62,695,0,Fri,16.55,0.0,16.55,19,314.45
2024-01-10,P0288,Clothing,Winter,96.96,113.48,655,0,Sat,163.9,0.0,163.9,54,8850.6
2024-01-11,P0288,Groceries,Winter,57.9,97.35,583,0,Mon,76.74,0.0,76.74,69,5295.06
2024-01-12,P0288,Groceries,Spring,29.39,64.24,164,1,Mon,43.95,0.14,37.797000000000004,132,4989.2
2024-01-13,P0288,Household,Summer,71.57,39.52,111,0,Thu,91.81,0.0,91.81,1,91.81
2024-01-14,P0288,Electronics,Summer,88.13,4.38,405,0,Wed,103.61,0.0,103.61,1,103.61
2024-01-15,P0288,Electronics,Autumn,30.35,7.81,873,0,Mon,36.91,0.0,36.91,1,36.91
2024-01-16,P0288,Household,Autumn,33.13,88.05,516,0,Fri,45.75,0.0,45.75,92,4209.0
2024-01-17,P0288,Electronics,Winter,44.42,65.8,206,0,Thu,79.94,0.0,79.94,23,1838.62
2024-01-18,P0288,Electronics,Summer,22.51,15.48,165,1,Thu,35.23,0.1,31.706999999999997,12,380.48
2024-01-19,P0288,Snacks,Summer,81.17,103.6,36,0,Sat,144.2,0.0,144.2,6,865.2
2024-01-20,P0288,Electronics,Winter,58.83,62.62,82,0,Fri,67.26,0.0,67.26,17,1143.42
2024-01-21,P0288,Groceries,Spring,6.65,100.61,83,0,Mon,9.5,0.0,9.5,25,237.5
2024-01-22,P0288,Snacks,Spring,99.67,93.64,922,1,Thu,150.01,0.13,130.5087,26,3393.23
2024-01-23,P0288,Groceries,Autumn,57.92,40.67,499,0,Sun,77.9,0.0,77.9,4,311.6
2024-01-24,P0288,Groceries,Winter,89.1,84.63,58,1,Sun,111.73,0.16,93.8532,97,9103.76
2024-01-25,P0288,Household,Spring,50.66,119.09,568,0,Tue,71.8,0.0,71.8,20,1436.0
2024-01-26,P0288,Clothing,Winter,58.66,90.02,57,0,Wed,98.61,0.0,98.61,69,6804.09
2024-01-27,P0288,Electronics,Summer,45.99,32.45,624,1,Sat,63.69,0.09,57.9579,10,579.58
2024-01-28,P0288,Electronics,Spring,42.85,71.43,774,1,Wed,69.55,0.2,55.64,152,8457.28
2024-01-29,P0288,Electronics,Spring,22.61,52.52,707,0,Sat,40.27,0.0,40.27,102,4107.54
2024-01-30,P0288,Electronics,Spring,96.25,36.7,343,1,Thu,139.07,0.14,119.60019999999999,1,119.6
2024-01-31,P0288,Snacks,Summer,19.0,34.82,769,0,Fri,24.69,0.0,24.69,19,469.11
2024-02-01,P0288,Beverages,Autumn,53.11,55.8,618,0,Wed,69.53,0.0,69.53,55,3824.15
2024-02-02,P0288,Groceries,Winter,9.62,37.93,418,1,Sun,13.04,0.23,10.040799999999999,71,712.9
2024-02-03,P0288,Clothing,Spring,99.34,18.58,36,1,Mon,150.69,0.17,125.0727,1,125.07
2024-02-04,P0288,Clothing,Summer,56.01,91.08,683,0,Thu,98.83,0.0,98.83,63,6226.29
2024-02-05,P0288,Beverages,Spring,81.64,35.87,141,0,Fri,102.53,0.0,102.53,1,102.53
2024-02-06,P0288,Beverages,Winter,56.73,45.4,443,0,Sun,69.28,0.0,69.28,12,831.36
2024-02-07,P0288,Beverages,Winter,80.69,108.46,755,0,Fri,144.0,0.0,144.0,63,9072.0
2024-02-08,P0288,Snacks,Spring,53.91,79.8,982,0,Sat,61.24,0.0,61.24,14,857.36
2024-02-09,P0288,Beverages,Summer,45.05,111.52,52,0,Sun,79.97,0.0,79.97,25,1999.25
2024-02-10,P0288,Snacks,Spring,46.13,72.56,514,0,Fri,75.47,0.0,75.47,80,6037.6
2024-02-11,P0288,Household,Summer,1.23,43.31,228,0,Fri,1.56,0.0,1.56,198,308.88
2024-02-12,P0288,Household,Autumn,37.69,27.5,589,0,Fri,49.69,0.0,49.69,19,944.11
2024-02-13,P0288,Clothing,Spring,95.24,99.2,56,0,Tue,106.35,0.0,106.35,15,1595.25
2024-02-14,P0288,Household,Summer,67.88,54.43,940,0,Thu,102.58,0.0,102.58,1,102.58
2024-02-15,P0288,Snacks,Spring,92.01,78.46,639,0,Sat,159.09,0.0,159.09,7,1113.63
2024-02-16,P0288,Snacks,Winter,20.83,89.29,801,0,Wed,23.75,0.0,23.75,41,973.75
2024-02-17,P0288,Groceries,Winter,49.62,30.31,960,0,Wed,61.32,0.0,61.32,7,429.24
2024-02-18,P0288,Beverages,Spring,4.41,117.16,687,0,Fri,6.79,0.0,6.79,68,461.72
2024-02-19,P0288,Electronics,Spring,68.03,29.03,189,1,Tue,97.88,0.09,89.0708,1,89.07
2024-02-20,P0288,Electronics,Summer,78.62,91.15,57,1,Sun,127.15,0.05,120.7925,19,2295.06
2024-02-21,P0288,Beverages,Summer,75.03,19.03,433,1,Sat,113.13,0.1,101.817,1,101.82
2024-02-22,P0288,Electronics,Winter,9.59,116.97,142,1,Fri,11.71,0.07,10.8903,121,1317.73
2024-02-23,P0288,Electronics,Summer,25.51,30.93,745,0,Sun,42.68,0.0,42.68,10,426.8
2024-02-24,P0288,Electronics,Winter,65.93,62.33,939,1,Fri,76.31,0.2,61.048,121,7386.81
2024-02-25,P0288,Clothing,Autumn,76.14,44.9,144,0,Wed,131.75,0.0,131.75,1,131.75
2024-02-26,P0288,Snacks,Spring,28.15,108.57,498,0,Wed,38.39,0.0,38.39,44,1689.16
2024-02-27,P0288,Snacks,Summer,41.22,63.12,533,0,Wed,63.97,0.0,63.97,96,6141.12
2024-02-28,P0288,Snacks,Winter,35.78,80.96,419,1,Sat,59.31,0.17,49.2273,29,1427.59
2024-02-29,P0288,Beverages,Winter,1.45,27.13,50,0,Sat,1.77,0.0,1.77,70,123.9
2024-03-01,P0288,Household,Spring,58.07,113.56,984,0,Wed,74.11,0.0,74.11,102,7559.22
2024-03-02,P0288,Clothing,Spring,67.24,43.25,367,1,Tue,105.95,0.15,90.0575,1,90.06
2024-03-03,P0288,Clothing,Spring,28.37,12.89,586,1,Tue,36.68,0.24,27.8768,4,111.51
2024-03-04,P0288,Electronics,Summer,69.09,26.96,576,1,Sun,85.52,0.07,79.53359999999999,1,79.53
2024-03-05,P0288,Groceries,Autumn,25.03,24.1,347,1,Sat,31.19,0.07,29.0067,85,2465.57
2024-03-06,P0288,Snacks,Autumn,71.84,13.87,529,1,Tue,104.1,0.05,98.895,1,98.9
2024-03-07,P0288,Clothing,Autumn,46.26,59.45,462,0,Tue,59.96,0.0,59.96,64,3837.44
2024-03-08,P0288,Clothing,Autumn,87.32,38.07,953,0,Fri,118.95,0.0,118.95,1,118.95
2024-03-09,P0288,Groceries,Winter,54.93,59.84,479,0,Thu,79.6,0.0,79.6,65,5174.0
2024-03-10,P0288,Electronics,Summer,19.28,10.43,926,1,Tue,22.48,0.05,21.355999999999998,19,405.76
2024-03-11,P0288,Clothing,Autumn,82.38,71.09,644,0,Sun,130.94,0.0,130.94,16,2095.04
2024-03-12,P0288,Clothing,Autumn,77.99,76.17,219,1,Wed,111.02,0.18,91.0364,55,5007.0
2024-03-13,P0288,Household,Summer,9.34,31.32,33,0,Sun,16.56,0.0,16.56,130,2152.8
2024-03-14,P0288,Groceries,Summer,5.76,68.72,641,0,Wed,8.95,0.0,8.95,77,689.15
2024-03-15,P0288,Electronics,Spring,14.49,37.23,236,0,Sun,17.73,0.0,17.73,113,2003.49
2024-03-16,P0288,Electronics,Spring,84.69,19.64,691,1,Thu,140.98,0.24,107.14479999999999,1,107.14
2024-03-17,P0288,Snacks,Autumn,32.72,81.98,788,1,Sun,44.97,0.06,42.2718,94,3973.55
2024-03-18,P0288,Household,Winter,50.97,100.4,562,0,Wed,85.68,0.0,85.68,67,5740.56
2024-03-19,P0288,Electronics,Spring,60.69,19.28,230,1,Thu,87.45,0.2,69.96000000000001,1,69.96
2024-03-20,P0288,Household,Summer,74.6,106.68,326,1,Sun,111.66,0.19,90.44460000000001,52,4703.12
2024-03-21,P0288,Snacks,Spring,83.17,72.22,952,0,Thu,137.74,0.0,137.74,3,413.22
2024-03-22,P0288,Groceries,Spring,52.07,93.01,964,1,Wed,58.68,0.11,52.2252,156,8147.13
2024-03-23,P0288,Clothing,Summer,42.16,83.49,339,1,Sat,51.04,0.24,38.7904,188,7292.6
2024-03-24,P0288,Clothing,Autumn,20.4,106.13,681,0,Mon,22.52,0.0,22.52,97,2184.44
2024-03-25,P0288,Beverages,Spring,61.14,8.11,778,0,Tue,98.78,0.0,98.78,1,98.78
2024-03-26,P0288,Beverages,Spring,55.44,118.44,419,0,Tue,62.11,0.0,62.11,15,931.65
2024-03-27,P0288,Beverages,Autumn,29.82,105.73,159,0,Thu,44.62,0.0,44.62,121,5399.02
2024-03-28,P0288,Clothing,Spring,45.17,6.16,929,0,Wed,79.43,0.0,79.43,1,79.43
2024-03-29,P0288,Household,Winter,74.23,31.04,556,0,Wed,99.12,0.0,99.12,1,99.12
2024-03-30,P0288,Beverages,Autumn,63.08,64.7,477,0,Thu,87.53,0.0,87.53,29,2538.37
2024-03-31,P0288,Groceries,Winter,48.69,102.9,586,0,Sat,79.64,0.0,79.64,72,5734.08
2024-04-01,P0288,Electronics,Summer,27.96,38.17,94,0,Fri,41.19,0.0,41.19,93,3830.67
2024-04-02,P0288,Household,Winter,67.13,6.93,346,1,Sat,108.31,0.14,93.1466,1,93.15
2024-04-03,P0288,Clothing,Summer,63.14,93.8,507,0,Sun,98.85,0.0,98.85,78,7710.3
2024-04-04,P0288,Groceries,Autumn,46.37,52.64,193,0,Tue,63.74,0.0,63.74,28,1784.72
2024-04-05,P0288,Clothing,Summer,24.61,91.56,444,0,Fri,27.31,0.0,27.31,156,4260.36
2024-04-06,P0288,Household,Summer,18.31,39.74,382,0,Fri,30.48,0.0,30.48,35,1066.8
2024-04-07,P0288,Household,Summer,34.6,98.43,56,0,Mon,56.39,0.0,56.39,42,2368.38
2024-04-08,P0288,Household,Summer,90.96,43.96,602,1,Thu,117.94,0.06,110.86359999999999,1,110.86
2024-04-09,P0288,Snacks,Winter,75.63,57.69,91,1,Fri,101.86,0.12,89.6368,48,4302.57
2024-04-10,P0288,Electronics,Summer,89.22,112.54,251,0,Tue,117.91,0.0,117.91,28,3301.48
2024-04-11,P0288,Beverages,Summer,84.42,18.62,66,1,Sun,116.64,0.07,108.47519999999999,1,108.48
2024-04-12,P0288,Snacks,Spring,46.43,70.28,543,0,Sat,80.57,0.0,80.57,59,4753.63
2024-04-13,P0288,Electronics,Spring,53.51,97.85,984,0,Sat,92.62,0.0,92.62,58,5371.96
2024-04-14,P0288,Clothing,Spring,17.79,83.27,563,0,Mon,31.85,0.0,31.85,116,3694.6
2024-04-15,P0288,Beverages,Summer,72.37,51.76,69,1,Fri,100.53,0.2,80.424,53,4262.47
2024-04-16,P0288,Snacks,Spring,42.77,96.5,678,0,Sun,71.32,0.0,71.32,109,7773.88
2024-04-17,P0288,Snacks,Winter,16.97,58.03,689,0,Wed,23.54,0.0,23.54,46,1082.84
2024-04-18,P0288,Groceries,Autumn,10.44,77.62,45,0,Sun,18.14,0.0,18.14,123,2231.22
2024-04-19,P0288,Snacks,Autumn,69.92,40.96,646,0,Sun,117.68,0.0,117.68,1,117.68
2024-04-20,P0288,Household,Autumn,48.74,7.84,270,1,Thu,61.81,0.19,50.066100000000006,1,50.07
2024-04-21,P0288,Clothing,Spring,1.89,25.34,627,1,Thu,2.69,0.24,2.0444,38,77.69
2024-04-22,P0288,Snacks,Summer,82.63,56.63,811,1,Mon,103.05,0.12,90.684,16,1450.94
2024-04-23,P0288,Household,Autumn,62.33,107.37,617,1,Wed,88.88,0.14,76.43679999999999,121,9248.85
2024-04-24,P0288,Electronics,Winter,4.8,16.68,709,0,Thu,7.82,0.0,7.82,73,570.86
2024-04-25,P0288,Electronics,Spring,31.16,38.67,817,1,Sun,36.92,0.06,34.7048,79,2741.68
2024-04-26,P0288,Household,Spring,72.52,40.29,499,0,Fri,88.15,0.0,88.15,1,88.15
2024-04-27,P0288,Groceries,Winter,6.84,93.62,605,0,Tue,11.47,0.0,11.47,27,309.69
2024-04-28,P0288,Groceries,Summer,73.89,65.7,184,0,Fri,85.55,0.0,85.55,63,5389.65
2024-04-29,P0288,Electronics,Summer,50.98,50.5,434,0,Sat,70.48,0.0,70.48,14,986.72
2024-01-01,P0289,Clothing,Winter,78.5,8.46,371,0,Sat,138.03,0.0,138.03,1,138.03
2024-01-02,P0289,Snacks,Winter,85.67,116.49,812,1,Mon,116.34,0.1,104.706,53,5549.42
2024-01-03,P0289,Electronics,Spring,77.01,97.05,410,1,Fri,93.25,0.17,77.3975,20,1547.95
2024-01-04,P0289,Electronics,Winter,8.73,7.7,160,0,Mon,14.28,0.0,14.28,32,456.96
2024-01-05,P0289,Household,Summer,46.58,6.52,883,1,Fri,80.6,0.17,66.898,1,66.9
2024-01-06,P0289,Groceries,Summer,32.55,31.07,379,0,Wed,46.64,0.0,46.64,41,1912.24
2024-01-07,P0289,Clothing,Summer,51.34,7.05,798,0,Thu,58.35,0.0,58.35,1,58.35
2024-01-08,P0289,Household,Summer,96.61,89.18,603,1,Tue,162.48,0.17,134.8584,52,7012.64
2024-01-09,P0289,Electronics,Summer,13.32,25.41,787,0,Mon,18.3,0.0,18.3,54,988.2
2024-01-10,P0289,Beverages,Spring,86.69,105.87,858,0,Sat,150.7,0.0,150.7,49,7384.3
2024-01-11,P0289,Snacks,Winter,99.09,73.64,373,1,Wed,115.29,0.17,95.6907,69,6602.66
2024-01-12,P0289,Electronics,Winter,99.01,58.79,552,0,Thu,117.72,0.0,117.72,2,235.44
2024-01-13,P0289,Household,Autumn,79.87,14.34,403,0,Thu,141.83,0.0,141.83,1,141.83
2024-01-14,P0289,Beverages,Spring,47.09,16.53,831,0,Wed,64.07,0.0,64.07,1,64.07
2024-01-15,P0289,Beverages,Spring,18.62,15.42,584,0,Fri,32.26,0.0,32.26,8,258.08
2024-01-16,P0289,Electronics,Spring,61.21,26.2,919,0,Sat,94.86,0.0,94.86,1,94.86
2024-01-17,P0289,Clothing,Spring,61.43,13.4,916,1,Fri,91.61,0.1,82.449,1,82.45
2024-01-18,P0289,Groceries,Spring,32.33,39.19,328,0,Mon,55.24,0.0,55.24,11,607.64
2024-01-19,P0289,Beverages,Summer,62.07,97.64,447,0,Sat,92.07,0.0,92.07,71,6536.97
2024-01-20,P0289,Snacks,Autumn,12.54,18.43,167,1,Thu,20.55,0.08,18.906000000000002,74,1399.04
2024-01-21,P0289,Household,Summer,63.77,36.62,865,0,Tue,77.27,0.0,77.27,1,77.27
2024-01-22,P0289,Household,Autumn,89.78,54.52,986,1,Mon,156.13,0.17,129.5879,1,129.59
2024-01-23,P0289,Household,Spring,47.73,74.05,413,0,Tue,54.34,0.0,54.34,19,1032.46
2024-01-24,P0289,Electronics,Spring,76.69,29.24,735,0,Thu,128.56,0.0,128.56,1,128.56
2024-01-25,P0289,Household,Winter,63.93,74.06,739,0,Mon,97.1,0.0,97.1,42,4078.2
2024-01-26,P0289,Household,Spring,1.3,22.88,52,1,Sat,1.58,0.09,1.4378000000000002,103,148.09
2024-01-27,P0289,Snacks,Spring,13.08,75.66,20,1,Sat,19.76,0.17,16.4008,215,3526.17
2024-01-28,P0289,Groceries,Spring,77.71,94.84,911,0,Tue,138.61,0.0,138.61,20,2772.2
2024-01-29,P0289,Clothing,Spring,5.0,3.75,531,1,Sat,6.15,0.14,5.289000000000001,60,317.34
2024-01-30,P0289,Electronics,Spring,95.67,112.4,672,0,Mon,151.16,0.0,151.16,26,3930.16
2024-01-31,P0289,Electronics,Autumn,89.51,85.82,784,0,Sat,105.97,0.0,105.97,51,5404.47
2024-02-01,P0289,Household,Winter,36.88,114.04,771,1,Fri,48.49,0.24,36.8524,28,1031.87
2024-02-02,P0289,Snacks,Spring,31.73,32.5,360,1,Mon,40.82,0.12,35.9216,64,2298.98
2024-02-03,P0289,Beverages,Spring,61.68,112.66,625,1,Fri,99.01,0.13,86.1387,103,8872.29
2024-02-04,P0289,Household,Spring,61.57,54.97,481,0,Mon,74.54,0.0,74.54,17,1267.18
2024-02-05,P0289,Household,Autumn,9.81,19.04,755,1,Mon,16.62,0.1,14.958000000000002,100,1495.8
2024-02-06,P0289,Electronics,Autumn,22.32,88.74,274,1,Fri,25.85,0.24,19.646,44,864.42
2024-02-07,P0289,Electronics,Winter,64.01,83.67,230,0,Thu,76.61,0.0,76.61,35,2681.35
2024-02-08,P0289,Household,Spring,80.28,110.7,638,0,Tue,132.55,0.0,132.55,30,3976.5
2024-02-09,P0289,Electronics,Winter,20.01,37.17,657,0,Tue,27.63,0.0,27.63,61,1685.43
2024-02-10,P0289,Snacks,Summer,70.49,75.88,547,0,Tue,126.53,0.0,126.53,22,2783.66
2024-02-11,P0289,Beverages,Autumn,87.18,115.25,743,0,Sun,110.23,0.0,110.23,93,10251.39
2024-02-12,P0289,Beverages,Spring,12.66,104.81,580,1,Mon,18.15,0.05,17.242499999999996,84,1448.37
2024-02-13,P0289,Beverages,Autumn,44.47,98.86,721,0,Mon,68.1,0.0,68.1,107,7286.7
2024-02-14,P0289,Household,Winter,85.2,105.56,652,0,Thu,135.15,0.0,135.15,58,7838.7
2024-02-15,P0289,Clothing,Summer,37.69,101.47,663,1,Sat,46.61,0.11,41.4829,86,3567.53
2024-02-16,P0289,Household,Spring,27.68,46.12,629,0,Fri,42.32,0.0,42.32,59,2496.88
2024-02-17,P0289,Household,Autumn,74.82,2.85,100,1,Sat,94.91,0.06,89.21539999999999,1,89.22
2024-02-18,P0289,Snacks,Summer,40.68,118.53,387,0,Wed,59.46,0.0,59.46,59,3508.14
2024-02-19,P0289,Beverages,Winter,70.92,93.21,347,0,Mon,112.04,0.0,112.04,14,1568.56
2024-02-20,P0289,Electronics,Winter,13.51,27.87,41,0,Wed,20.82,0.0,20.82,101,2102.82
2024-02-21,P0289,Electronics,Autumn,55.8,90.01,970,1,Mon,83.3,0.09,75.803,121,9172.16
2024-02-22,P0289,Groceries,Autumn,38.57,44.38,865,1,Wed,68.9,0.09,62.699000000000005,16,1003.18
2024-02-23,P0289,Groceries,Spring,99.73,30.36,559,0,Tue,156.19,0.0,156.19,1,156.19
2024-02-24,P0289,Clothing,Winter,59.55,68.35,236,1,Tue,85.52,0.19,69.27120000000001,30,2078.14
2024-02-25,P0289,Electronics,Spring,68.53,2.27,358,0,Tue,122.23,0.0,122.23,1,122.23
2024-02-26,P0289,Beverages,Autumn,13.97,117.2,282,0,Sun,16.13,0.0,16.13,120,1935.6
2024-02-27,P0289,Household,Summer,99.2,113.22,178,0,Thu,131.21,0.0,131.21,23,3017.83
2024-02-28,P0289,Electronics,Spring,6.09,95.02,793,1,Sun,7.75,0.11,6.8975,41,282.8
2024-02-29,P0289,Clothing,Winter,8.01,7.36,351,0,Sun,10.02,0.0,10.02,77,771.54
2024-03-01,P0289,Clothing,Autumn,8.5,9.91,233,0,Thu,13.09,0.0,13.09,65,850.85
2024-03-02,P0289,Electronics,Autumn,87.19,78.14,805,0,Wed,98.22,0.0,98.22,65,6384.3
2024-03-03,P0289,Groceries,Spring,73.13,96.18,815,1,Tue,91.42,0.11,81.3638,67,5451.37
2024-03-04,P0289,Beverages,Spring,97.33,7.44,960,1,Mon,120.79,0.19,97.83990000000001,1,97.84
2024-03-05,P0289,Electronics,Autumn,7.59,68.08,949,0,Sun,12.22,0.0,12.22,52,635.44
2024-03-06,P0289,Household,Spring,69.48,84.19,466,0,Thu,90.41,0.0,90.41,23,2079.43
2024-03-07,P0289,Household,Autumn,53.79,20.47,205,1,Sun,79.47,0.25,59.6025,1,59.6
2024-03-08,P0289,Snacks,Winter,64.27,21.9,625,1,Mon,74.33,0.19,60.207300000000004,1,60.21
2024-03-09,P0289,Household,Summer,51.78,111.83,204,0,Thu,83.68,0.0,83.68,21,1757.28
2024-03-10,P0289,Electronics,Spring,67.86,48.72,954,0,Thu,96.39,0.0,96.39,6,578.34
2024-03-11,P0289,Electronics,Winter,90.8,33.67,989,0,Tue,152.48,0.0,152.48,1,152.48
2024-03-12,P0289,Household,Winter,59.16,6.42,59,1,Thu,100.54,0.07,93.5022,1,93.5
2024-03-13,P0289,Groceries,Spring,89.75,5.39,570,0,Tue,114.48,0.0,114.48,1,114.48
2024-03-14,P0289,Beverages,Winter,78.43,31.72,748,0,Sat,88.71,0.0,88.71,1,88.71
2024-03-15,P0289,Clothing,Autumn,86.63,74.78,719,0,Sat,133.79,0.0,133.79,12,1605.48
2024-03-16,P0289,Electronics,Spring,66.27,73.01,998,0,Thu,98.37,0.0,98.37,7,688.59
2024-03-17,P0289,Household,Summer,52.34,27.83,761,1,Wed,64.81,0.16,54.4404,5,272.2
2024-03-18,P0289,Clothing,Autumn,7.89,89.37,120,0,Tue,11.36,0.0,11.36,137,1556.32
2024-03-19,P0289,Household,Winter,83.66,55.88,675,0,Mon,108.1,0.0,108.1,2,216.2
2024-03-20,P0289,Electronics,Winter,24.96,96.12,117,1,Fri,30.49,0.19,24.6969,87,2148.63
2024-03-21,P0289,Snacks,Summer,4.63,111.0,886,0,Sun,5.89,0.0,5.89,126,742.14
2024-03-22,P0289,Beverages,Summer,52.39,29.24,182,0,Tue,67.76,0.0,67.76,1,67.76
2024-03-23,P0289,Electronics,Winter,63.62,54.35,388,0,Mon,102.28,0.0,102.28,4,409.12
2024-03-24,P0289,Clothing,Summer,66.52,7.33,380,0,Sun,108.21,0.0,108.21,1,108.21
2024-03-25,P0289,Household,Summer,67.3,91.76,786,0,Wed,120.53,0.0,120.53,23,2772.19
2024-03-26,P0289,Snacks,Winter,65.72,39.39,403,0,Thu,86.91,0.0,86.91,1,86.91
2024-03-27,P0289,Electronics,Autumn,81.01,78.49,571,0,Thu,104.83,0.0,104.83,56,5870.48
2024-03-28,P0289,Beverages,Spring,77.17,46.36,35,1,Wed,121.32,0.06,114.04079999999999,1,114.04
2024-03-29,P0289,Snacks,Winter,81.47,17.96,408,1,Fri,139.37,0.07,129.6141,1,129.61
2024-03-30,P0289,Clothing,Summer,46.57,1.84,159,0,Sun,77.43,0.0,77.43,1,77.43
2024-03-31,P0289,Household,Summer,7.22,77.2,737,0,Tue,9.52,0.0,9.52,98,932.96
2024-04-01,P0289,Groceries,Autumn,64.32,112.19,67,0,Sat,77.07,0.0,77.07,68,5240.76
2024-04-02,P0289,Beverages,Winter,21.81,108.52,852,0,Mon,27.71,0.0,27.71,85,2355.35
2024-04-03,P0289,Snacks,Winter,86.09,112.92,967,1,Sat,109.22,0.08,100.4824,32,3215.44
2024-04-04,P0289,Electronics,Summer,72.44,82.88,585,0,Thu,101.37,0.0,101.37,47,4764.39
2024-04-05,P0289,Electronics,Winter,76.82,52.07,579,0,Sun,106.61,0.0,106.61,1,106.61
2024-04-06,P0289,Snacks,Summer,29.36,63.64,953,0,Sun,32.96,0.0,32.96,57,1878.72
2024-04-07,P0289,Electronics,Summer,63.67,87.42,866,0,Sat,96.24,0.0,96.24,74,7121.76
2024-04-08,P0289,Snacks,Summer,53.28,36.55,626,0,Thu,63.35,0.0,63.35,32,2027.2
2024-04-09,P0289,Beverages,Spring,27.58,23.8,894,0,Mon,47.86,0.0,47.86,1,47.86
2024-04-10,P0289,Electronics,Summer,81.41,9.08,203,0,Tue,134.73,0.0,134.73,1,134.73
2024-04-11,P0289,Beverages,Autumn,55.45,57.73,565,0,Sun,62.21,0.0,62.21,53,3297.13
2024-04-12,P0289,Household,Winter,19.89,11.9,874,0,Sun,30.07,0.0,30.07,1,30.07
2024-04-13,P0289,Household,Spring,31.22,55.77,990,0,Mon,47.55,0.0,47.55,104,4945.2
2024-04-14,P0289,Household,Winter,23.48,97.72,376,1,Wed,36.05,0.18,29.561,188,5557.47
2024-04-15,P0289,Household,Autumn,31.93,19.21,641,1,Thu,47.88,0.07,44.5284,1,44.53
